,name,link
0,Alessandro Preziosi,"('Alessandro Preziosi', 'https://www.imdb.com/name/nm0696725/?ref_=tt_cl_t_1')"
1,Lando Buzzanca,"('Lando Buzzanca', 'https://www.imdb.com/name/nm0125627/?ref_=tt_cl_t_2')"
2,Cristiana Capotondi,"('Cristiana Capotondi', 'https://www.imdb.com/name/nm0135404/?ref_=tt_cl_t_3')"
3,Guido Caprino,"('Guido Caprino', 'https://www.imdb.com/name/nm1926453/?ref_=tt_cl_t_4')"
4,Assumpta Serna,"('Assumpta Serna', 'https://www.imdb.com/name/nm0785264/?ref_=tt_cl_t_5')"
5,Sebastiano Lo Monaco,"('Sebastiano Lo Monaco', 'https://www.imdb.com/name/nm0516241/?ref_=tt_cl_t_6')"
6,Giselda Volodi,"('Giselda Volodi', 'https://www.imdb.com/name/nm0901667/?ref_=tt_cl_t_7')"
7,Paolo Calabresi,"('Paolo Calabresi', 'https://www.imdb.com/name/nm0129227/?ref_=tt_cl_t_8')"
8,Biagio Pelligra,"('Biagio Pelligra', 'https://www.imdb.com/name/nm0671195/?ref_=tt_cl_t_9')"
9,Giovanna Bozzolo,"('Giovanna Bozzolo', 'https://www.imdb.com/name/nm0102563/?ref_=tt_cl_t_10')"
